group_id,neighbor_rank,neighbor_group_id,similarity
2,1,93864,0.0
2,2,93870,0.0
2,3,93874,0.0
2,4,93876,0.0
2,5,93879,0.0
2,6,93918,0.0
2,7,93921,0.0
2,8,93783,0.0
2,9,93794,0.0
2,10,93797,0.0
2,11,93799,0.0
2,12,93802,0.0
2,13,93806,0.0
2,14,93812,0.0
2,15,93843,0.0
2,16,93725,0.0
2,17,93728,0.0
2,18,93742,0.0
2,19,93743,0.0
2,20,93747,0.0
5,1,5,1.0
5,2,6,1.0
5,3,8561,1.0
5,4,4019,1.0
5,5,7748,0.8931
5,6,25520,0.7534
5,7,6825,0.5953
5,8,33862,0.5758
5,9,10441,0.5739
5,10,3631,0.558
5,11,16733,0.5458
5,12,4574,0.5245
5,13,9463,0.5244
5,14,15783,0.508
5,15,12775,0.5039
5,16,16175,0.5027
5,17,16124,0.4906
5,18,7737,0.4895
5,19,32197,0.4321
5,20,21037,0.4281
6,1,5,1.0
6,2,6,1.0
6,3,8561,1.0
6,4,4019,1.0
6,5,7748,0.8931
6,6,25520,0.7534
6,7,6825,0.5953
6,8,33862,0.5758
6,9,10441,0.5739
6,10,3631,0.558
6,11,16733,0.5458
6,12,4574,0.5245
6,13,9463,0.5244
6,14,15783,0.508
6,15,12775,0.5039
6,16,16175,0.5027
6,17,16124,0.4906
6,18,7737,0.4895
6,19,32197,0.4321
6,20,21037,0.4281
7,1,8,1.0
7,2,10640,0.9105
7,3,6998,0.9105
7,4,16341,0.8466
7,5,21181,0.8466
7,6,12886,0.8466
7,7,18925,0.8285
7,8,8747,0.8261
7,9,21487,0.8261
7,10,5215,0.8261
7,11,8892,0.7955
7,12,6001,0.7918
7,13,17465,0.7894
7,14,9830,0.7894
7,15,3378,0.7894
7,16,9567,0.7894
7,17,27401,0.7894
7,18,7851,0.7894
7,19,10099,0.7894
7,20,3936,0.7894
8,1,8,1.0
8,2,10640,0.9105
8,3,6998,0.9105
8,4,16341,0.8466
8,5,21181,0.8466
8,6,12886,0.8466
8,7,18925,0.8285
8,8,8747,0.8261
8,9,21487,0.8261
8,10,5215,0.8261
8,11,8892,0.7955
8,12,6001,0.7918
8,13,17465,0.7894
8,14,9830,0.7894
8,15,3378,0.7894
8,16,9567,0.7894
8,17,27401,0.7894
8,18,7851,0.7894
8,19,10099,0.7894
8,20,3936,0.7894
9,1,9415,0.8786
9,2,16341,0.8071
9,3,21181,0.8071
9,4,12886,0.8071
9,5,8892,0.7584
9,6,6998,0.7504
9,7,10640,0.7504
9,8,11477,0.7007
9,9,8,0.6833
9,10,7,0.6833
9,11,19148,0.6616
9,12,7331,0.6616
9,13,32728,0.6506
9,14,9830,0.6506
9,15,3378,0.6506
9,16,17465,0.6506
9,17,10099,0.6506
9,18,7851,0.6506
9,19,9567,0.6506
9,20,27401,0.6506
10,1,74199,0.8338
10,2,31821,0.7618
10,3,42740,0.7149
10,4,54875,0.709
10,5,35558,0.705
10,6,41535,0.7043
10,7,46640,0.7013
10,8,35566,0.6873
10,9,57128,0.6829
10,10,55551,0.6816
10,11,17432,0.6708
10,12,37154,0.666
10,13,33723,0.662
10,14,33692,0.6598
10,15,11130,0.6569
10,16,9457,0.6504
10,17,21241,0.641
10,18,71397,0.6327
10,19,35708,0.6305
10,20,29832,0.627
11,1,30320,0.9
11,2,13472,0.7984
11,3,16477,0.7984
11,4,18933,0.7377
11,5,18934,0.7377
11,6,13576,0.7244
11,7,20086,0.7244
11,8,34410,0.7203
11,9,12768,0.7113
11,10,29496,0.6751
11,11,11099,0.6464
11,12,28852,0.6198
11,13,24413,0.6
11,14,28014,0.5749
11,15,12141,0.5743
11,16,10798,0.5554
11,17,3589,0.5478
11,18,32106,0.543
11,19,6605,0.5423
11,20,27818,0.5274
12,1,23427,0.5048
12,2,14620,0.4732
12,3,11,0.4675
12,4,29496,0.426
12,5,30320,0.4207
12,6,12768,0.4185
12,7,28014,0.3995
12,8,28637,0.3872
12,9,81491,0.3817
12,10,72280,0.374
12,11,26613,0.3738
12,12,13472,0.3732
12,13,16477,0.3732
12,14,39764,0.3679
12,15,18856,0.3666
12,16,37147,0.3641
12,17,37759,0.3641
12,18,37762,0.3641
12,19,10798,0.3625
12,20,66284,0.3581
13,1,10080,0.5895
13,2,18142,0.5593
13,3,10151,0.5025
13,4,13339,0.4873
13,5,7601,0.4219
13,6,50562,0.2573
13,7,93862,0.0
13,8,93864,0.0
13,9,93870,0.0
13,10,93874,0.0
13,11,93876,0.0
13,12,93879,0.0
13,13,93918,0.0
13,14,93921,0.0
13,15,93783,0.0
13,16,93794,0.0
13,17,93797,0.0
13,18,93799,0.0
13,19,93802,0.0
13,20,93806,0.0
14,1,829,0.6683
14,2,577,0.558
14,3,72320,0.5064
14,4,37737,0.4867
14,5,9391,0.4867
14,6,27292,0.4776
14,7,90186,0.4437
14,8,9846,0.4371
14,9,29425,0.4258
14,10,1546,0.4048
14,11,7216,0.4013
14,12,1634,0.3716
14,13,53777,0.371
14,14,63861,0.3665
14,15,36700,0.3549
14,16,54566,0.3503
14,17,60358,0.3496
14,18,57239,0.348
14,19,47543,0.3453
14,20,60914,0.3415
17,1,16737,0.5291
17,2,20649,0.5291
17,3,19470,0.5037
17,4,22052,0.4009
17,5,9463,0.398
17,6,7412,0.3954
17,7,13759,0.3899
17,8,15566,0.3787
17,9,41912,0.3765
17,10,59132,0.3673
17,11,14956,0.3667
17,12,11334,0.3664
17,13,41358,0.356
17,14,19935,0.3524
17,15,7695,0.3474
17,16,63225,0.3471
17,17,11978,0.3446
17,18,9209,0.3409
17,19,30688,0.3357
17,20,23150,0.3343
19,1,4328,1.0
19,2,4071,1.0
19,3,19317,0.7623
19,4,20417,0.7185
19,5,4590,0.6774
19,6,6816,0.6774
19,7,17164,0.5256
19,8,16643,0.4957
19,9,4545,0.4957
19,10,16655,0.4906
19,11,22178,0.4699
19,12,12244,0.4586
19,13,3027,0.4525
19,14,11802,0.4301
19,15,23074,0.422
19,16,20913,0.3646
19,17,23417,0.3199
19,18,26916,0.3087
19,19,32392,0.2754
19,20,24954,0.2642
22,1,3542,1.0
22,2,50856,0.7414
22,3,23360,0.6676
22,4,46081,0.6576
22,5,23821,0.6515
22,6,23060,0.6294
22,7,16139,0.6248
22,8,17753,0.6245
22,9,25851,0.6064
22,10,13000,0.5947
22,11,12507,0.5756
22,12,16423,0.5748
22,13,22363,0.5564
22,14,7880,0.5522
22,15,17523,0.5522
22,16,44444,0.5515
22,17,61389,0.5406
22,18,29105,0.5384
22,19,20951,0.5375
22,20,3220,0.5278
24,1,24,1.0
24,2,991,1.0
24,3,1128,1.0
24,4,413,1.0
24,5,912,1.0
24,6,996,1.0
24,7,262,1.0
24,8,347,1.0
24,9,29218,0.5621
24,10,34902,0.5039
24,11,11117,0.4718
24,12,50655,0.4708
24,13,10553,0.4683
24,14,30608,0.4476
24,15,9349,0.4462
24,16,11236,0.4387
24,17,28804,0.4338
24,18,6142,0.4334
24,19,22437,0.4334
24,20,19447,0.4334
25,1,46931,0.753
25,2,25795,0.7007
25,3,19093,0.6931
25,4,13878,0.6924
25,5,6677,0.6862
25,6,6794,0.6859
25,7,19653,0.6842
25,8,32346,0.681
25,9,21638,0.6741
25,10,18590,0.6615
25,11,20545,0.6588
25,12,33554,0.6477
25,13,29176,0.6455
25,14,35701,0.638
25,15,22205,0.6343
25,16,89791,0.6316
25,17,29195,0.6288
25,18,18253,0.6282
25,19,27120,0.627
25,20,20482,0.6264
26,1,24,1.0
26,2,991,1.0
26,3,1128,1.0
26,4,413,1.0
26,5,912,1.0
26,6,996,1.0
26,7,262,1.0
26,8,347,1.0
26,9,29218,0.5621
26,10,34902,0.5039
26,11,11117,0.4718
26,12,50655,0.4708
26,13,10553,0.4683
26,14,30608,0.4476
26,15,9349,0.4462
26,16,11236,0.4387
26,17,28804,0.4338
26,18,6142,0.4334
26,19,22437,0.4334
26,20,19447,0.4334
27,1,4775,0.6303
27,2,8711,0.5121
27,3,2624,0.5033
27,4,15156,0.5033
27,5,29341,0.4859
27,6,40080,0.4751
27,7,29452,0.4726
27,8,59822,0.4674
27,9,18089,0.4509
27,10,42717,0.4508
27,11,32,0.4478
27,12,2530,0.4478
27,13,29,0.4478
27,14,3253,0.4478
27,15,33238,0.4474
27,16,13403,0.439
27,17,20867,0.4319
27,18,6888,0.4319
27,19,10568,0.4302
27,20,23896,0.4152
28,1,5183,1.0
28,2,19655,1.0
28,3,19834,1.0
28,4,36949,1.0
28,5,14599,1.0
28,6,10405,1.0
28,7,9686,1.0
28,8,21985,1.0
28,9,18680,1.0
28,10,2392,1.0
28,11,13288,0.7488
28,12,22490,0.7203
28,13,6965,0.7203
28,14,10119,0.6202
28,15,32215,0.6148
28,16,7802,0.5773
28,17,11062,0.5685
28,18,21563,0.5685
28,19,22238,0.5397
28,20,31317,0.5368
29,1,3253,1.0
29,2,29,1.0
29,3,32,1.0
29,4,13142,0.7569
29,5,15026,0.7
29,6,13403,0.689
29,7,21800,0.6515
29,8,8375,0.6497
29,9,20965,0.644
29,10,15482,0.6094
29,11,13055,0.6004
29,12,21680,0.5897
29,13,15302,0.5836
29,14,9531,0.5607
29,15,2579,0.5326
29,16,16208,0.5299
29,17,1084,0.5269
29,18,12680,0.5237
29,19,22094,0.523
29,20,7201,0.5159
30,1,1089,0.6518
30,2,30118,0.615
30,3,4253,0.4996
30,4,36074,0.4996
30,5,19088,0.4763
30,6,523,0.4457
30,7,75130,0.4385
30,8,40334,0.4305
30,9,34,0.4287
30,10,33,0.4257
30,11,44713,0.4214
30,12,26443,0.4151
30,13,21904,0.4125
30,14,32,0.4078
30,15,29,0.4078
30,16,3253,0.4078
30,17,2530,0.4078
30,18,5450,0.4054
30,19,35102,0.4028
30,20,35834,0.4026
31,1,30118,0.7349
31,2,53775,0.6952
31,3,44713,0.6922
31,4,34,0.6829
31,5,56318,0.682
31,6,21904,0.677
31,7,79704,0.6757
31,8,56657,0.6626
31,9,24969,0.6519
31,10,40334,0.6481
31,11,12276,0.6436
31,12,35102,0.6187
31,13,36074,0.6157
31,14,25395,0.6087
31,15,52912,0.6035
31,16,88549,0.5903
31,17,52875,0.5878
31,18,5623,0.5793
31,19,4253,0.5741
31,20,37638,0.5523
32,1,3253,1.0
32,2,29,1.0
32,3,32,1.0
32,4,13142,0.7569
32,5,15026,0.7
32,6,13403,0.689
32,7,21800,0.6515
32,8,8375,0.6497
32,9,20965,0.644
32,10,15482,0.6094
32,11,13055,0.6004
32,12,21680,0.5897
32,13,15302,0.5836
32,14,9531,0.5607
32,15,2579,0.5326
32,16,16208,0.5299
32,17,1084,0.5269
32,18,12680,0.5237
32,19,22094,0.523
32,20,7201,0.5159
33,1,4386,0.6991
33,2,1085,0.6991
33,3,2714,0.6921
33,4,6495,0.6363
33,5,12317,0.5831
33,6,19461,0.5831
33,7,1084,0.572
33,8,1089,0.5579
33,9,17448,0.5501
33,10,3690,0.5424
33,11,7573,0.5245
33,12,2002,0.5187
33,13,6825,0.5181
33,14,23145,0.4981
33,15,12837,0.497
33,16,17176,0.485
33,17,6722,0.4765
33,18,19088,0.4473
33,19,19932,0.4394
33,20,14956,0.4313
34,1,25395,0.8394
34,2,30118,0.8299
34,3,4253,0.7618
34,4,56657,0.7214
34,5,24969,0.6956
34,6,31,0.6829
34,7,5623,0.6723
34,8,21904,0.6626
34,9,13680,0.6598
34,10,35102,0.6497
34,11,40334,0.6256
34,12,56318,0.5967
34,13,52912,0.5937
34,14,53775,0.5909
34,15,44713,0.5862
34,16,25944,0.5824
34,17,42265,0.5821
34,18,75130,0.5697
34,19,33387,0.5576
34,20,79704,0.5562
35,1,7016,0.827
35,2,22345,0.8188
35,3,68948,0.7913
35,4,4851,0.7896
35,5,22677,0.7701
35,6,44796,0.7575
35,7,7024,0.755
35,8,3293,0.7514
35,9,47191,0.7429
35,10,32065,0.7404
35,11,29970,0.7389
35,12,45440,0.7373
35,13,58704,0.7323
35,14,9766,0.7048
35,15,24050,0.6985
35,16,28185,0.69
35,17,39673,0.686
35,18,49668,0.6798
35,19,23744,0.6797
35,20,67525,0.6788
36,1,4819,0.6625
36,2,278,0.6625
36,3,3080,0.6625
36,4,2973,0.6625
36,5,36187,0.6013
36,6,16761,0.595
36,7,5329,0.5707
36,8,5396,0.5707
36,9,14046,0.5707
36,10,1772,0.5707
36,11,1806,0.5707
36,12,3729,0.5707
36,13,2139,0.5707
36,14,8475,0.5707
36,15,1839,0.5707
36,16,1819,0.5707
36,17,1752,0.5707
36,18,1754,0.5707
36,19,1759,0.5707
36,20,1765,0.5707
37,1,37,1.0
37,2,19406,1.0
37,3,27013,1.0
37,4,6759,1.0
37,5,2043,1.0
37,6,3227,1.0
37,7,9250,1.0
37,8,4241,1.0
37,9,12360,0.8473
37,10,7900,0.8473
37,11,40634,0.747
37,12,74249,0.6021
37,13,2580,0.5882
37,14,9040,0.5706
37,15,41,0.5545
37,16,40,0.548
37,17,37986,0.5293
37,18,40570,0.5263
37,19,5024,0.5109
37,20,55216,0.5021
38,1,22150,0.6562
38,2,79810,0.641
38,3,20981,0.6338
38,4,31009,0.6325
38,5,68105,0.6282
38,6,47267,0.6263
38,7,50003,0.6165
38,8,60140,0.6138
38,9,51852,0.6117
38,10,25901,0.6086
38,11,27812,0.6028
38,12,79793,0.5822
38,13,53274,0.5786
38,14,2429,0.574
38,15,50560,0.571
38,16,66723,0.5708
38,17,8406,0.5688
38,18,22148,0.5636
38,19,40598,0.5632
38,20,37570,0.5603
39,1,37,1.0
39,2,19406,1.0
39,3,27013,1.0
39,4,6759,1.0
39,5,2043,1.0
39,6,3227,1.0
39,7,9250,1.0
39,8,4241,1.0
39,9,12360,0.8473
39,10,7900,0.8473
39,11,40634,0.747
39,12,74249,0.6021
39,13,2580,0.5882
39,14,9040,0.5706
39,15,41,0.5545
39,16,40,0.548
39,17,37986,0.5293
39,18,40570,0.5263
39,19,5024,0.5109
39,20,55216,0.5021
40,1,74249,0.8116
40,2,38255,0.6229
40,3,40634,0.6128
40,4,91303,0.6075
40,5,4432,0.6051
40,6,11713,0.594
40,7,67874,0.5928
40,8,63867,0.5857
40,9,58449,0.5748
40,10,75841,0.5744
40,11,9050,0.5702
40,12,41260,0.5634
40,13,45605,0.563
40,14,47901,0.5535
40,15,31248,0.5489
40,16,2043,0.548
40,17,9250,0.548
40,18,3227,0.548
40,19,19406,0.548
40,20,39,0.548
41,1,4432,0.83
41,2,2580,0.6576
41,3,7380,0.6555
41,4,9360,0.6502
41,5,3207,0.6166
41,6,59610,0.6161
41,7,74249,0.5894
41,8,40634,0.5728
41,9,14845,0.5718
41,10,13721,0.559
41,11,7708,0.559
41,12,3712,0.559
41,13,9285,0.559
41,14,7719,0.559
41,15,27013,0.5545
41,16,2043,0.5545
41,17,4241,0.5545
41,18,9250,0.5545
41,19,6759,0.5545
41,20,3227,0.5545
42,1,15304,0.5844
42,2,80958,0.5669
42,3,34542,0.5506
42,4,79399,0.544
42,5,43824,0.5194
42,6,26392,0.5159
42,7,27307,0.5154
42,8,16144,0.5094
42,9,14407,0.4772
42,10,37238,0.4727
42,11,31201,0.4487
42,12,64838,0.4486
42,13,90042,0.4483
42,14,20768,0.4413
42,15,11287,0.441
42,16,33678,0.4377
42,17,62651,0.4345
42,18,36433,0.4305
42,19,40710,0.4304
42,20,44592,0.4275
43,1,23349,0.653
43,2,12361,0.6429
43,3,18880,0.5636
43,4,11101,0.5363
43,5,6215,0.5363
43,6,16246,0.5363
43,7,36539,0.5363
43,8,3720,0.5363
43,9,22494,0.4917
43,10,18823,0.4619
43,11,1885,0.4504
43,12,14845,0.4358
43,13,27013,0.4268
43,14,19406,0.4268
43,15,9250,0.4268
43,16,6759,0.4268
43,17,37,0.4268
43,18,3227,0.4268
43,19,4241,0.4268
43,20,39,0.4268
45,1,93864,0.0
45,2,93870,0.0
45,3,93874,0.0
45,4,93876,0.0
45,5,93879,0.0
45,6,93918,0.0
45,7,93921,0.0
45,8,93783,0.0
45,9,93794,0.0
45,10,93797,0.0
45,11,93799,0.0
45,12,93802,0.0
45,13,93806,0.0
45,14,93812,0.0
45,15,93843,0.0
45,16,93725,0.0
45,17,93728,0.0
45,18,93742,0.0
45,19,93743,0.0
45,20,93747,0.0
48,1,21351,0.8005
48,2,4337,0.8005
48,3,32783,0.7634
48,4,1606,0.7619
48,5,5613,0.7427
48,6,1610,0.7328
48,7,1591,0.7328
48,8,1609,0.7023
48,9,17377,0.7023
48,10,1622,0.7023
48,11,5333,0.7023
48,12,1599,0.7023
48,13,18659,0.7023
48,14,8492,0.7023
48,15,14054,0.7023
48,16,1831,0.7023
48,17,4457,0.7023
48,18,4004,0.7023
48,19,19494,0.6819
48,20,11354,0.6803
50,1,15331,1.0
50,2,2583,1.0
50,3,4032,1.0
50,4,2448,1.0
50,5,15311,0.7676
50,6,14591,0.7676
50,7,21351,0.6452
50,8,4337,0.6452
50,9,5605,0.6433
50,10,5204,0.6433
50,11,4091,0.6433
50,12,7697,0.6433
50,13,13715,0.6433
50,14,9593,0.6423
50,15,17501,0.6026
50,16,22435,0.6022
50,17,6937,0.6022
50,18,5613,0.5986
50,19,5191,0.5971
50,20,1607,0.5862
51,1,34179,0.7305
51,2,22195,0.5811
51,3,10543,0.5724
51,4,56430,0.5661
51,5,14514,0.5163
51,6,41028,0.4998
51,7,62045,0.4829
51,8,37099,0.4642
51,9,67068,0.464
51,10,1598,0.4561
51,11,21179,0.4561
51,12,11943,0.4561
51,13,3871,0.4561
51,14,19205,0.4557
51,15,28390,0.4493
51,16,23290,0.4433
51,17,17678,0.4284
51,18,28348,0.4038
51,19,64914,0.364
51,20,40837,0.3626
53,1,17380,1.0
53,2,33243,0.9429
53,3,48299,0.9114
53,4,65095,0.8638
53,5,2233,0.8578
53,6,56539,0.8504
53,7,7952,0.8483
53,8,21905,0.8476
53,9,2810,0.8476
53,10,11129,0.8476
53,11,41218,0.8264
53,12,71995,0.7979
53,13,27608,0.7918
53,14,54,0.7903
53,15,16045,0.788
53,16,55,0.7711
53,17,35627,0.7351
53,18,60176,0.7022
53,19,8942,0.7016
53,20,9377,0.7015
54,1,65095,0.9149
54,2,12182,0.9051
54,3,12658,0.9051
54,4,20882,0.9051
54,5,2810,0.8645
54,6,11129,0.8645
54,7,21905,0.8645
54,8,16045,0.8639
54,9,55,0.8455
54,10,41218,0.8432
54,11,48299,0.8386
54,12,33243,0.8382
54,13,53,0.7903
54,14,17380,0.7903
54,15,7952,0.7896
54,16,74772,0.7702
54,17,9377,0.7691
54,18,35627,0.7477
54,19,68126,0.7244
54,20,12004,0.7238
55,1,9377,0.9411
55,2,65095,0.9241
55,3,11129,0.914
55,4,2810,0.914
55,5,21905,0.914
55,6,16045,0.9057
55,7,41218,0.8804
55,8,7952,0.8506
55,9,54,0.8455
55,10,74772,0.8308
55,11,48299,0.8228
55,12,12226,0.811
55,13,60,0.7956
55,14,33243,0.7939
55,15,27608,0.7874
55,16,17380,0.7711
55,17,53,0.7711
55,18,2233,0.742
55,19,71995,0.7316
55,20,12004,0.7307
56,1,26016,0.7425
56,2,80355,0.5552
56,3,59,0.5398
56,4,5430,0.5398
56,5,58,0.5398
56,6,12004,0.5009
56,7,68126,0.4769
56,8,71995,0.4635
56,9,25559,0.4474
56,10,33243,0.4457
56,11,16045,0.4164
56,12,65095,0.4083
56,13,19233,0.3948
56,14,18394,0.3924
56,15,14480,0.3777
56,16,54,0.3736
56,17,8996,0.3688
56,18,1025,0.3653
56,19,24699,0.3653
56,20,18113,0.3653
58,1,58,1.0
58,2,5430,1.0
58,3,68126,0.8834
58,4,33243,0.8257
58,5,65095,0.7564
58,6,26016,0.727
58,7,80355,0.7113
58,8,71995,0.6987
58,9,54,0.6921
58,10,16045,0.6308
58,11,55,0.6173
58,12,17380,0.5905
58,13,53,0.5905
58,14,9377,0.5616
58,15,8942,0.5548
58,16,56,0.5398
58,17,27608,0.5175
58,18,2233,0.5065
58,19,74772,0.5035
58,20,21905,0.5005
59,1,58,1.0
59,2,5430,1.0
59,3,68126,0.8834
59,4,33243,0.8257
59,5,65095,0.7564
59,6,26016,0.727
59,7,80355,0.7113
59,8,71995,0.6987
59,9,54,0.6921
59,10,16045,0.6308
59,11,55,0.6173
59,12,17380,0.5905
59,13,53,0.5905
59,14,9377,0.5616
59,15,8942,0.5548
59,16,56,0.5398
59,17,27608,0.5175
59,18,2233,0.5065
59,19,74772,0.5035
59,20,21905,0.5005
60,1,19233,0.8012
60,2,55,0.7956
60,3,21905,0.7886
60,4,2810,0.7886
60,5,11129,0.7886
60,6,12226,0.7796
60,7,65095,0.7783
60,8,2233,0.7751
60,9,12004,0.7727
60,10,13169,0.7445
60,11,16045,0.7346
60,12,12658,0.7325
60,13,12182,0.7325
60,14,20882,0.7325
60,15,48299,0.7249
60,16,54,0.7121
60,17,13897,0.7026
60,18,65768,0.6969
60,19,74772,0.6546
60,20,9377,0.654
64,1,60486,0.9794
64,2,20869,0.6928
64,3,38216,0.6674
64,4,16541,0.6233
64,5,27548,0.5582
64,6,20884,0.4589
64,7,8812,0.3936
64,8,78163,0.3911
64,9,25975,0.2196
64,10,32484,0.2147
64,11,12245,0.1546
64,12,27672,0.1458
64,13,19126,0.1279
64,14,31266,0.1183
64,15,14647,0.1158
64,16,34007,0.109
64,17,61825,0.1076
64,18,21650,0.1071
64,19,32785,0.1061
64,20,44204,0.1046
66,1,14757,0.8856
66,2,51019,0.8528
66,3,40055,0.8401
66,4,1830,0.8346
66,5,63731,0.7731
66,6,40011,0.6817
66,7,33677,0.5928
66,8,47463,0.5865
66,9,32497,0.5842
66,10,90250,0.5649
66,11,67,0.5552
66,12,10431,0.5541
66,13,6717,0.5541
66,14,23012,0.5541
66,15,3358,0.5541
66,16,32499,0.5529
66,17,15162,0.5495
66,18,57730,0.5456
66,19,65530,0.4872
66,20,20487,0.4766
67,1,66,0.5552
67,2,14757,0.551
67,3,40055,0.5353
67,4,16554,0.533
67,5,18808,0.53
67,6,26994,0.5216
67,7,47463,0.5202
67,8,63731,0.5191
67,9,1830,0.5014
67,10,33677,0.4988
67,11,20487,0.4925
67,12,51019,0.4883
67,13,15162,0.4724
67,14,40011,0.4714
67,15,80660,0.459
67,16,68,0.4242
67,17,25286,0.4115
67,18,53803,0.4016
67,19,10214,0.4013
67,20,152,0.4008
68,1,18808,0.6994
68,2,90250,0.6403
68,3,3358,0.6315
68,4,10431,0.6315
68,5,23012,0.6315
68,6,6717,0.6315
68,7,57730,0.6197
68,8,32497,0.6191
68,9,32499,0.5972
68,10,65530,0.5901
68,11,14757,0.5598
68,12,16554,0.541
68,13,34758,0.539
68,14,1830,0.536
68,15,5520,0.4818
68,16,26819,0.4646
68,17,51019,0.4566
68,18,67,0.4242
68,19,43251,0.4107
68,20,17306,0.3951
70,1,4082,1.0
70,2,3204,1.0
70,3,3943,1.0
70,4,70,1.0
70,5,4139,0.8189
70,6,830,0.8189
70,7,10750,0.8087
70,8,10132,0.7996
70,9,10782,0.7916
70,10,3618,0.7904
70,11,12243,0.769
70,12,12342,0.7094
70,13,19043,0.706
70,14,6239,0.6971
70,15,15500,0.6947
70,16,6783,0.6947
70,17,3694,0.6947
70,18,17008,0.6947
70,19,3471,0.6947
70,20,10359,0.6947
71,1,4033,0.5344
71,2,3106,0.5036
71,3,6936,0.4371
71,4,12783,0.4371
71,5,12998,0.4371
71,6,9226,0.4371
71,7,10011,0.4371
71,8,24009,0.4242
71,9,18543,0.3984
71,10,23302,0.391
71,11,17562,0.3517
71,12,49921,0.35
71,13,39969,0.3489
71,14,68625,0.3328
71,15,17042,0.3192
71,16,89753,0.3171
71,17,55325,0.3162
